loss,val_loss,accuracy,val_accuracy
1.5120710134506226,0.8710586428642273,0.5626180171966553,0.7285242080688477
0.9329614043235779,0.8096338510513306,0.7220736145973206,0.7483479976654053
0.8023564219474792,0.7181838154792786,0.7627438902854919,0.7830396294593811
0.7279773354530334,0.6698192358016968,0.782489001750946,0.7979074716567993
0.6677634119987488,0.6604181528091431,0.8016834259033203,0.7968061566352844
0.6165622472763062,0.6330272555351257,0.8178099393844604,0.8127753138542175
0.6123995184898376,0.5987502932548523,0.816629946231842,0.8199338912963867
0.5922906994819641,0.5727640986442566,0.82740718126297,0.8287444710731506
0.5648179054260254,0.5616611838340759,0.8343297839164734,0.8325991034507751
0.56468665599823,0.5558632612228394,0.8360604047775269,0.83370041847229
0.538749098777771,0.5499002933502197,0.8410950303077698,0.8298457860946655
0.5231016874313354,0.5459977984428406,0.8477815985679626,0.8370044231414795
0.5130153298377991,0.5435654520988464,0.8473882675170898,0.8419603705406189
0.5049117803573608,0.5620620846748352,0.8491189479827881,0.8298457860946655
0.5003232955932617,0.5266801118850708,0.8522655963897705,0.8507709503173828
0.49926885962486267,0.5467982292175293,0.8526589274406433,0.8397576808929443
0.4791194200515747,0.5085764527320862,0.8612334728240967,0.8524228930473328
0.4641968607902527,0.4544445276260376,0.863672137260437,0.8612334728240967
0.4647957682609558,0.5103036165237427,0.8652454614639282,0.8496695756912231
0.44950932264328003,0.5056042671203613,0.8661894202232361,0.850220263004303
0.4450942575931549,0.475169837474823,0.8723253607749939,0.859581470489502
0.44121140241622925,0.48638755083084106,0.869257390499115,0.850220263004303
0.4481925666332245,0.4768174886703491,0.8720893859863281,0.8612334728240967
0.4427383840084076,0.45742514729499817,0.8721680045127869,0.8628854751586914
0.43373537063598633,0.4327246844768524,0.8750786781311035,0.8744493126869202
0.42023247480392456,0.47114643454551697,0.8756293058395386,0.8590308427810669
0.42619338631629944,0.45496419072151184,0.8753146529197693,0.8601321578025818
0.41592279076576233,0.4422488212585449,0.8775959610939026,0.8694933652877808
0.40313464403152466,0.42750096321105957,0.8819226026535034,0.8755506873130798
0.4112372100353241,0.41513684391975403,0.8797985911369324,0.8838105797767639
0.41395822167396545,0.4561153054237366,0.8791692852973938,0.8606828451156616
0.3993730843067169,0.4636964201927185,0.8812146186828613,0.8639867901802063
0.4056869447231293,0.4445830285549164,0.8779892921447754,0.8661894202232361
0.39093640446662903,0.4271624982357025,0.8854625821113586,0.8711453676223755
0.3861607611179352,0.44346609711647034,0.8885304927825928,0.8667401075363159
0.39824432134628296,0.4306853711605072,0.8801919221878052,0.8705947399139404
0.3927130699157715,0.4266827404499054,0.8821585774421692,0.8694933652877808
0.3944895267486572,0.43270495533943176,0.882709264755249,0.8650881052017212
0.38797134160995483,0.4303213357925415,0.8854625821113586,0.8667401075363159
0.38353362679481506,0.4251185953617096,0.8872718811035156,0.8694933652877808
0.3782075047492981,0.4262116849422455,0.8888452053070068,0.8678414225578308
0.38030537962913513,0.43390193581581116,0.8872718811035156,0.8634361028671265
0.374923974275589,0.4285575747489929,0.8889238238334656,0.8689427375793457
0.38720211386680603,0.42759576439857483,0.8853839039802551,0.8683920502662659
0.3705698549747467,0.426244854927063,0.8912051320075989,0.8683920502662659
0.3792439103126526,0.42874476313591003,0.8881372213363647,0.8667401075363159
0.3746294379234314,0.42898890376091003,0.8852265477180481,0.8683920502662659
0.37220466136932373,0.43121132254600525,0.8915984630584717,0.8678414225578308
0.37875351309776306,0.43106764554977417,0.8866425156593323,0.8689427375793457
0.37535956501960754,0.43284374475479126,0.8905758261680603,0.8689427375793457
0.7102940678596497,0.8365758657455444,0.7827249765396118,0.8149779438972473
0.5641252994537354,0.7345362305641174,0.826148509979248,0.8204845786094666
0.4999593496322632,0.6261530518531799,0.8471522927284241,0.8314977884292603
0.47495007514953613,0.5546852350234985,0.8590308427810669,0.8474669456481934
0.4390169382095337,0.5234658122062683,0.8694933652877808,0.8496695756912231
0.4073277711868286,0.5073633193969727,0.8788546323776245,0.8491189479827881
0.39596644043922424,0.5067930817604065,0.8840465545654297,0.8469163179397583
0.3662511110305786,0.5057634711265564,0.8917558193206787,0.8529735803604126
0.36400848627090454,0.45990297198295593,0.8937224745750427,0.8639867901802063
0.33211174607276917,0.4443029761314392,0.9044210314750671,0.8661894202232361
0.3364483416080475,0.4389626383781433,0.9042636752128601,0.8722466826438904
0.3255182206630707,0.41397058963775635,0.9076462984085083,0.8766520023345947
0.313338041305542,0.3910176753997803,0.9129169583320618,0.8832598924636841
0.2977088987827301,0.4015824496746063,0.9155915379524231,0.884361207485199
0.2871840298175812,0.40103575587272644,0.9195248484611511,0.8810572624206543
0.28163453936576843,0.40267813205718994,0.92259281873703,0.8805066347122192
0.27548375725746155,0.36253032088279724,0.9229861497879028,0.890418529510498
0.2623538672924042,0.3557955324649811,0.9294367432594299,0.8975771069526672
0.26920855045318604,0.3663990795612335,0.9273127913475037,0.892070472240448
0.2580049932003021,0.3758065104484558,0.9314820766448975,0.8887665271759033
0.2580510973930359,0.3697812855243683,0.9306167364120483,0.8937224745750427
0.2451201230287552,0.3874170780181885,0.935336709022522,0.8898678421974182
0.23517844080924988,0.34601259231567383,0.9381686449050903,0.9025330543518066
0.24424661695957184,0.32116690278053284,0.9361233711242676,0.907489001750946
0.24018102884292603,0.31662824749946594,0.937146008014679,0.9069383144378662
0.2266664057970047,0.33034276962280273,0.9383260011672974,0.9052863717079163
0.23126286268234253,0.3102963864803314,0.9398993253707886,0.9157488942146301
0.22048057615756989,0.3217967748641968,0.9441472887992859,0.9085903167724609
0.20893357694149017,0.30013442039489746,0.9453272223472595,0.9146475791931152
0.20968618988990784,0.2914823591709137,0.946664571762085,0.9174008965492249
0.21061880886554718,0.3068487346172333,0.9469005465507507,0.9140968918800354
0.2022501677274704,0.2694132328033447,0.9487099051475525,0.9295154213905334
0.19797652959823608,0.2755356431007385,0.9527218341827393,0.9267621040344238
0.19314825534820557,0.26986202597618103,0.9527218341827393,0.9267621040344238
0.198207825422287,0.2936042547225952,0.9498898386955261,0.9234581589698792
0.18783451616764069,0.30976954102516174,0.9528791904449463,0.9157488942146301
0.19148197770118713,0.29262474179267883,0.954373836517334,0.9218061566352844
0.1786557286977768,0.29929453134536743,0.9556324481964111,0.9212555289268494
0.17778240144252777,0.28986912965774536,0.9576777815818787,0.9240087866783142
0.17706969380378723,0.281294047832489,0.9585431218147278,0.9251101613044739
0.17517277598381042,0.3060547709465027,0.9583857655525208,0.9118942618370056
0.17313820123672485,0.2672542333602905,0.9597231149673462,0.9317180514335632
0.17290423810482025,0.275348424911499,0.9594870805740356,0.9284141063690186
0.17587198317050934,0.2713625729084015,0.9590937495231628,0.9256607890129089
0.1725074201822281,0.2665592432022095,0.9593297839164734,0.9295154213905334
0.17359788715839386,0.27216219902038574,0.9594084620475769,0.9223568439483643
0.1722351610660553,0.2725380063056946,0.9591724276542664,0.9229074716567993
0.15859635174274445,0.26439157128334045,0.9634990692138672,0.9267621040344238
0.1561889797449112,0.2607584297657013,0.9638137221336365,0.9273127913475037
0.16448022425174713,0.24117892980575562,0.9592511057853699,0.9350220561027527
0.16375300288200378,0.26009413599967957,0.963735044002533,0.9256607890129089
0.1600106656551361,0.25989240407943726,0.9632630348205566,0.9218061566352844
0.15995104610919952,0.2545539140701294,0.9638137221336365,0.9300661087036133
0.1594780832529068,0.2550649344921112,0.9616110920906067,0.9322687387466431
0.15693677961826324,0.26678407192230225,0.963735044002533,0.9267621040344238
0.1544121652841568,0.23694542050361633,0.967510998249054,0.9355726838111877
0.15588046610355377,0.2535240054130554,0.9634990692138672,0.9284141063690186
0.15424427390098572,0.24074576795101166,0.9662523865699768,0.9361233711242676
0.15476621687412262,0.2481035590171814,0.9654657244682312,0.9322687387466431
0.1421191245317459,0.2523440718650818,0.969635009765625,0.9344713687896729
0.14191113412380219,0.2187439650297165,0.9680616855621338,0.9421806335449219
0.14756280183792114,0.24209856986999512,0.9664096832275391,0.9372246861457825
0.1471525877714157,0.2370402067899704,0.9670389890670776,0.9317180514335632
0.13413956761360168,0.24358271062374115,0.9719163179397583,0.9344713687896729
0.1465843915939331,0.23801355063915253,0.9664883613586426,0.9350220561027527
0.13837602734565735,0.21834906935691833,0.9713656306266785,0.9454845786094666
0.13498364388942719,0.24680814146995544,0.9705789685249329,0.933370053768158
0.1302911788225174,0.23445072770118713,0.9744336009025574,0.933920681476593
0.13495215773582458,0.2196960747241974,0.9723882675170898,0.9377753138542175
0.13427764177322388,0.23410511016845703,0.971994936466217,0.9366739988327026
0.13030032813549042,0.2173452526330948,0.9742762446403503,0.9449338912963867
0.12841233611106873,0.2393340766429901,0.9738042950630188,0.9405286312103271
0.13699966669082642,0.2349259853363037,0.9724669456481934,0.9405286312103271
0.13244211673736572,0.21323129534721375,0.971994936466217,0.9509912133216858
0.1293431520462036,0.2084157019853592,0.9728602766990662,0.950440526008606
0.12678493559360504,0.22527553141117096,0.9758495688438416,0.941629946231842
0.12322691828012466,0.23028814792633057,0.9765576124191284,0.9372246861457825
0.1278117448091507,0.21740052103996277,0.9730963110923767,0.9443832635879517
0.12458338588476181,0.23260748386383057,0.9735682606697083,0.9366739988327026
0.12341892719268799,0.20512628555297852,0.9754562377929688,0.9509912133216858
0.12729139626026154,0.2272558957338333,0.9733322858810425,0.9372246861457825
0.1255650371313095,0.24090160429477692,0.9751415848731995,0.9295154213905334
0.1258345991373062,0.24577918648719788,0.9756922721862793,0.9344713687896729
0.11912033706903458,0.262874037027359,0.9771082401275635,0.9234581589698792
0.11880499869585037,0.2293493002653122,0.9769508838653564,0.9377753138542175
0.11622124165296555,0.25248467922210693,0.9778949022293091,0.9317180514335632
0.12580682337284088,0.2414066195487976,0.9741189479827881,0.9344713687896729
0.1213439330458641,0.2154054343700409,0.9764002561569214,0.9421806335449219
0.11818614602088928,0.21730616688728333,0.9780522584915161,0.9405286312103271
0.11976739019155502,0.24478799104690552,0.9772655963897705,0.9278634190559387
0.11661352217197418,0.22972814738750458,0.9785242080688477,0.9350220561027527
0.11413480341434479,0.22828498482704163,0.9778949022293091,0.9372246861457825
0.11905627697706223,0.23315271735191345,0.9766362309455872,0.9388766288757324
0.11164430528879166,0.2652343809604645,0.9800975322723389,0.9284141063690186
